Nstudy,Study,YearStudy,Age,Name,Forest.cov,MeanHabitat,BGroupOverall,BGroupBRealm,BGroupBiome,BGroupContIsla,nAi,nAk,Ai,Ak,RRR,nSi,nSk,Dissim,Sim_S_toOGF,Sor_in_OGF,RRS,StudyTaxa,Ntaxa,Taxa,Country,Continent_Island,Site,Biogeographic_realms,Nbiome,Biome,Mean_Longitude,Mean_Latitude,Mean_Elevation,Mean_Rainfall,Matrix_Means,Matrix,Ndist,Previous_Use,Methods,MeanMet,N,Gamma,List,Data,MeanData,Moist_Forest_specialist,p.ForSpec,InSpp,p.In,SDSpp,p.SD,GrSpp,p.Gr,PrSpp,p.Pr,PoSpp,p.Po,ScSpp,p.Sc,GzSpp,p.Gz
25,Herrera_and_Brokaw,2010,15,25.Herrera_and_Brokaw.2010.15,MSF,Intermediate,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,IslandReptilesMSF,1,1,10,9,0.105360516,1,1,0.158,0.842,1.000,-0.172,11,2,Reptiles,Puerto_Rico,Island,Surround_El_Yunque_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-65,18,180,4000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,4,13,Yes,A,Abundance,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,Herrera_and_Brokaw,2010,40,25.Herrera_and_Brokaw.2010.40,OGF,Advanced,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,IslandReptilesOGF,1,1,9,9,0,1,1,0.000,1.000,1.000,0.000,11,2,Reptiles,Puerto_Rico,Island,Surround_El_Yunque_National_Park,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-65,18,180,4000,2,Fragmented,1,U,RVT,Reptiles_Visual_Transect,4,13,Yes,A,Abundance,6,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Hernandez_etal,2015,2,26.Hernandez_etal.2015.2,YSF,1_2yr_PA_GI_PU,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,1,13,24,-0.613104473,1,1,0.676,0.324,1.000,-1.126,12,2,Reptiles,Mexico,Continent,Biosphere_Reserve_of_Montes_Azules,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,16,210,3000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,A,Abundance,3,0.230769231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Hernandez_etal,2015,6,26.Hernandez_etal.2015.6,YSF,4_7yr_R0_R1_F1,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,1,18,24,-0.287682072,1,1,0.429,0.571,1.000,-0.560,12,2,Reptiles,Mexico,Continent,Biosphere_Reserve_of_Montes_Azules,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,16,210,3000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,A,Abundance,3,0.166666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Hernandez_etal,2015,12,26.Hernandez_etal.2015.12,YSF,9_14_GU_F4_SA,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,1,1,17,24,-0.344840486,1,1,0.463,0.537,1.000,-0.623,12,2,Reptiles,Mexico,Continent,Biosphere_Reserve_of_Montes_Azules,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,16,210,3000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,A,Abundance,3,0.176470588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Hernandez_etal,2015,21,26.Hernandez_etal.2015.21,MSF,17_23yr_H17a_HU_H17b,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,ContinentReptilesMSF,1,1,20,24,-0.182321557,1,1,0.364,0.636,1.000,-0.452,12,2,Reptiles,Mexico,Continent,Biosphere_Reserve_of_Montes_Azules,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,16,210,3000,2,Fragmented,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,A,Abundance,5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,Hernandez_etal,2015,NA,26.Hernandez_etal.2015.NA,OGF,OGF_S1_LO_RU,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,1,1,24,24,0,1,1,0.000,1.000,1.000,0.000,12,2,Reptiles,Mexico,Continent,Biosphere_Reserve_of_Montes_Azules,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-91,16,210,3000,2,Fragmented,5,U,RVT,Reptiles_Visual_Transect,5,36,Yes,A,Abundance,7,0.291666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Suazo_etal,2015,0,27.Suazo_etal.2015.0,ES,Pasture,ReptilesES,NeotropicReptilesES,2.TropDryReptilesES,ContinentReptilesES,1,1,21,22,-0.046520016,1,1,0.302,0.698,1.000,-0.360,13,2,Reptiles,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,150,788,3,Mixed,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Suazo_etal,2015,5,27.Suazo_etal.2015.5,YSF,Early_Sstage,ReptilesYSF,NeotropicReptilesYSF,2.TropDryReptilesYSF,ContinentReptilesYSF,1,1,15,22,-0.382992252,1,1,0.459,0.541,1.000,-0.615,13,2,Reptiles,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,150,788,3,Mixed,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Suazo_etal,2015,9,27.Suazo_etal.2015.9,YSF,Young_forest_Sstage,ReptilesYSF,NeotropicReptilesYSF,2.TropDryReptilesYSF,ContinentReptilesYSF,1,1,23,22,0.044451763,1,1,0.333,0.667,1.000,-0.405,13,2,Reptiles,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,150,788,3,Mixed,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Suazo_etal,2015,15,27.Suazo_etal.2015.15,MSF,Intermediate_forest_Sstage,ReptilesMSF,NeotropicReptilesMSF,2.TropDryReptilesMSF,ContinentReptilesMSF,1,1,25,22,0.127833372,1,1,0.234,0.766,1.000,-0.267,13,2,Reptiles,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,150,788,3,Mixed,1,CA,RVT,Reptiles_Visual_Transect,5,36,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,Suazo_etal,2015,NA,27.Suazo_etal.2015.NA,OGF,Old_Growth_Forest,ReptilesOGF,NeotropicReptilesOGF,2.TropDryReptilesOGF,ContinentReptilesOGF,1,1,22,22,0,1,1,0.000,1.000,1.000,0.000,13,2,Reptiles,Mexico,Continent,Chamela_Cuixmala_Biosphere_Reserve,Neotropic,2.TropDry,Tropical_and_Subtropical_Dry_Broadleaf_Forest,-105,19,150,788,3,Mixed,5,U,RVT,Reptiles_Visual_Transect,5,36,Yes,MRA,Mean_Relative_Abundance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,5,28.Calderon_etal.2008.5,YSF,mean.ASB<10.ASM<10,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,2,2,11,21,-0.646627165,2,2,0.625,0.465,0.795,-0.536,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,4,SB,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,1,0.090909091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,5,28.Calderon_etal.2008.5,YSF,mean.ASB<10.ASM<10,ReptilesYSF,NeotropicReptilesYSF,1.TropMoReptilesYSF,ContinentReptilesYSF,2,2,11,21,-0.646627165,2,2,0.444,0.465,0.795,-0.536,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,4,SB,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,3,0.272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,15,28.Calderon_etal.2008.15,MSF,mean.ASB>10.ASM>10,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,ContinentReptilesMSF,2,2,13.5,21,-0.441832752,2,2,0.514,0.465,0.795,-0.536,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,4,SB,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,3,0.222222222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,15,28.Calderon_etal.2008.15,MSF,mean.ASB>10.ASM>10,ReptilesMSF,NeotropicReptilesMSF,1.TropMoReptilesMSF,ContinentReptilesMSF,2,2,13.5,21,-0.441832752,2,2,0.556,0.465,0.795,-0.536,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,4,SB,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,2,0.148148148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,30,28.Calderon_etal.2008.30,OGF,mean.SBC.SMC,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,2,2,21,21,0,2,2,0.409,0.795,0.795,0.000,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,5,U,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,7,0.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Calderon_etal,2008,30,28.Calderon_etal.2008.30,OGF,mean.SBC.SMC,ReptilesOGF,NeotropicReptilesOGF,1.TropMoReptilesOGF,ContinentReptilesOGF,2,2,21,21,0,2,2,0.000,0.795,0.795,0.000,14,2,Reptiles,Mexico,Continent,Reserva_de_la_Biosfera_Calakmul,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-90,18,323,1200,3,Mixed,5,U,RVTP,Reptiles_Visual_Transect_and_Pitfalls,3,38,Yes,A,Abundance,5,0.238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,Karr,1976,0,29.Karr.1976.0,ES,Liberia_Grassland,BirdsES,AfrotropicBirdsES,1.TropMoBirdsES,ContinentBirdsES,1,1,22,99,-1.504077397,1,1,0.851,0.149,1.000,-1.905,2,3,Birds,Liberia,Continent,Grassfield_Mount_Nimba,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-8,7,475,2900,2,Fragmented,4,SB,BPM,Birds_Point_Counts_and_Mist_Nets,3,132,Yes,S,Status_of_Abundance,1,0.045454545,13,0.590909091,3,0.136363636,5,0.227272727,1,0.045454545,0,0,0,0,0,0
29,Karr,1976,6,29.Karr.1976.6,YSF,Liberia_Late_Shrub,BirdsYSF,AfrotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,55,99,-0.587786665,1,1,0.403,0.597,1.000,-0.515,2,3,Birds,Liberia,Continent,Grassfield_Mount_Nimba,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-8,7,515,2900,2,Fragmented,1,CA,BPM,Birds_Point_Counts_and_Mist_Nets,3,132,Yes,S,Status_of_Abundance,22,0.4,44,0.8,7,0.127272727,3,0.054545455,1,0.018181818,0,0,0,0,0,0
29,Karr,1976,NA,29.Karr.1976.NA,OGF,Liberia_Forest,BirdsOGF,AfrotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,99,99,0,1,1,0.000,1.000,1.000,0.000,2,3,Birds,Liberia,Continent,Grassfield_Mount_Nimba,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-8,7,500,2900,2,Fragmented,5,U,BPM,Birds_Point_Counts_and_Mist_Nets,3,132,Yes,S,Status_of_Abundance,56,0.565656566,78,0.787878788,15,0.151515152,4,0.04040404,2,0.02020202,0,0,0,0,0,0
30,Bowman_etal,1990,1,30.Bowman_etal.1990.1,ES,mean.A.B,BirdsES,AustralasiaBirdsES,1.TropMoBirdsES,IslandBirdsES,2,1,9,30,-1.203972804,2,1,0.846,0.231,1.000,-1.465,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,1,0.111111111,4,0.444444444,1,0.111111111,1,0.111111111,3,0.333333333,0,0,0,0,0,0
30,Bowman_etal,1990,1,30.Bowman_etal.1990.1,ES,mean.A.B,BirdsES,AustralasiaBirdsES,1.TropMoBirdsES,IslandBirdsES,2,1,9,30,-1.203972804,2,1,0.692,0.231,1.000,-1.465,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,0,0,5,0.555555556,2,0.222222222,0,0,2,0.222222222,0,0,0,0,0,0
30,Bowman_etal,1990,4,30.Bowman_etal.1990.4,YSF,C,BirdsYSF,AustralasiaBirdsYSF,1.TropMoBirdsYSF,IslandBirdsYSF,1,1,11,30,-1.003302109,1,1,0.610,0.390,1.000,-0.941,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,2,0.181818182,6,0.545454545,5,0.454545455,0,0,0,0,0,0,0,0,0,0
30,Bowman_etal,1990,8,30.Bowman_etal.1990.8,YSF,D,BirdsYSF,AustralasiaBirdsYSF,1.TropMoBirdsYSF,IslandBirdsYSF,1,1,21,30,-0.356674944,1,1,0.373,0.627,1.000,-0.466,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,6,0.285714286,9,0.428571429,10,0.476190476,0,0,1,0.047619048,0,0,0,0,0,0
30,Bowman_etal,1990,26,30.Bowman_etal.1990.26,MSF,E,BirdsMSF,AustralasiaBirdsMSF,1.TropMoBirdsMSF,IslandBirdsMSF,1,1,19,30,-0.456758402,1,1,0.347,0.653,1.000,-0.426,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,4,SB,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,8,0.421052632,8,0.421052632,11,0.578947368,0,0,0,0,0,0,0,0,0,0
30,Bowman_etal,1990,75,30.Bowman_etal.1990.75,OGF,F,BirdsOGF,AustralasiaBirdsOGF,1.TropMoBirdsOGF,IslandBirdsOGF,1,1,30,30,0,1,1,0.000,1.000,1.000,0.000,5,3,Birds,Papua_New_Guinea,Island,Baiteta_village,Australasia,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,145,-5,380,3558,3,Mixed,5,U,BTC,Birds_Transect_Census,6,39,Yes,R,Species_richness,13,0.433333333,12,0.4,14,0.466666667,2,0.066666667,1,0.033333333,0,0,0,0,0,0
31,Johns,1991,1,31.Johns.1991.1,YSF,Capoeira,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,154,144,0.067139303,1,1,0.362,0.638,1.000,-0.450,6,3,Birds,Brazil,Continent,Tefe_Lake,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-64,-3,75,2300,2,Fragmented,1,CA,BTC,Birds_Transect_Census,3,228,Yes,F,Frecuency_of_detection,63,0.409090909,82,0.532467532,34,0.220779221,10,0.064935065,15,0.097402597,10,0.064935065,3,0.019480519,0,0
31,Johns,1991,NA,31.Johns.1991.NA,OGF,Unlogged,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,144,144,0,1,1,0.000,1.000,1.000,0.000,6,3,Birds,Brazil,Continent,Tefe_Lake,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-64,-3,75,2300,2,Fragmented,5,U,BTC,Birds_Transect_Census,3,228,Yes,F,Frecuency_of_detection,84,0.583333333,94,0.652777778,23,0.159722222,10,0.069444444,7,0.048611111,8,0.055555556,2,0.013888889,0,0
32,Andrade_and_Rubio,1994,3,32.Andrade_and_Rubio.1994.3,YSF,YSG_Young_Secondary_Growth,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,60,52,0.143100844,1,1,0.464,0.536,1.000,-0.624,7,3,Birds,Colombia,Continent,Miriti_Parana_River_Caqueta,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-71,-1,100,3500,1,Continuous_Forest,1,CA,BPM,Birds_Mist_nets,3,103,Yes,C,Capture_Rate,39,0.65,33,0.55,21,0.35,2,0.033333333,0,0,4,0.066666667,0,0,0,0
32,Andrade_and_Rubio,1994,12,32.Andrade_and_Rubio.1994.12,YSF,OSG_Old_Secondary_Growth,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,63,52,0.191891008,1,1,0.443,0.557,1.000,-0.586,7,3,Birds,Colombia,Continent,Miriti_Parana_River_Caqueta,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-71,-1,100,3500,1,Continuous_Forest,1,CA,BPM,Birds_Mist_nets,3,103,Yes,C,Capture_Rate,50,0.793650794,42,0.666666667,15,0.238095238,1,0.015873016,1,0.015873016,4,0.063492063,0,0,0,0
32,Andrade_and_Rubio,1994,NA,32.Andrade_and_Rubio.1994.NA,OGF,U_Undisturbed_understories_Forest,BirdsOGF,NeotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,52,52,0,1,1,0.000,1.000,1.000,0.000,7,3,Birds,Colombia,Continent,Miriti_Parana_River_Caqueta,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-71,-1,100,3500,1,Continuous_Forest,5,U,BPM,Birds_Mist_nets,3,103,Yes,C,Capture_Rate,43,0.826923077,40,0.769230769,8,0.153846154,1,0.019230769,0,0,3,0.057692308,0,0,0,0
33,Lawton_etal,1998,1,33.Lawton_etal.1998.1,ES,FF_Manually_cleared_Farm_Fallow,BirdsES,AfrotropicBirdsES,1.TropMoBirdsES,ContinentBirdsES,1,1,4,45,-2.420368129,NA,NA,NA,NA,NA,NA,8,3,Birds,Cameroon,Continent,Mbalmayo_Forest_Reserve,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,11,3,650,1600,2,Fragmented,4,SB,BPC,Birds_Plots_Censured,3,78,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Lawton_etal,1998,40,33.Lawton_etal.1998.40,OSF,OS_Old_growth_secondary,BirdsOSF,AfrotropicBirdsOSF,1.TropMoBirdsOSF,ContinentBirdsOSF,1,1,45,45,0,NA,NA,NA,NA,NA,NA,8,3,Birds,Cameroon,Continent,Mbalmayo_Forest_Reserve,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,11,3,650,1600,2,Fragmented,5,U,BPC,Birds_Plots_Censured,3,78,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,Lawton_etal,1998,70,33.Lawton_etal.1998.70,OGF,NP_Near_Primary,BirdsOGF,AfrotropicBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,1,1,45,45,0,NA,NA,NA,NA,NA,NA,8,3,Birds,Cameroon,Continent,Mbalmayo_Forest_Reserve,Afrotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,11,3,650,1600,2,Fragmented,5,U,BPC,Birds_Plots_Censured,3,78,No,R,Species_richness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,Raman_etal,1998,1,34.Raman_etal.1998.1,YSF,1Year_fallows1994,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,2,49,85.5,-0.556696078,1,2,0.674,0.326,0.915,-1.032,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,9,0.183673469,30,0.612244898,7,0.142857143,3,0.06122449,6,0.12244898,2,0.040816327,1,0.020408163,0,0
34,Raman_etal,1998,5,34.Raman_etal.1998.5,YSF,5Year_fallows1989,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,2,69,85.5,-0.214409871,1,2,0.432,0.568,0.915,-0.477,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,20,0.289855072,46,0.666666667,15,0.217391304,2,0.028985507,4,0.057971014,2,0.028985507,0,0,0,0
34,Raman_etal,1998,10,34.Raman_etal.1998.10,YSF,10Year_fallows1985,BirdsYSF,Indo_MalayBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,2,69,85.5,-0.214409871,1,2,0.329,0.671,0.915,-0.310,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,32,0.463768116,47,0.68115942,13,0.188405797,1,0.014492754,4,0.057971014,3,0.043478261,1,0.014492754,0,0
34,Raman_etal,1998,25,34.Raman_etal.1998.25,MSF,25Year_fallows1969,BirdsMSF,Indo_MalayBirdsMSF,1.TropMoBirdsMSF,ContinentBirdsMSF,1,2,77,85.5,-0.104710954,1,2,0.202,0.798,0.915,-0.137,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,1,CA,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,42,0.545454545,52,0.675324675,15,0.194805195,1,0.012987013,5,0.064935065,4,0.051948052,0,0,0,0
34,Raman_etal,1998,100,34.Raman_etal.1998.100,OGF,mean.100Year_old_forest1895_1900.Primary_Forest,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,85.5,85.5,0,2,2,0.170,0.915,0.915,0.000,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,5,U,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,48,0.561403509,53,0.619883041,19,0.222222222,1,0.011695906,6,0.070175439,4,0.046783626,0,0,0,0
34,Raman_etal,1998,100,34.Raman_etal.1998.100,OGF,mean.100Year_old_forest1895_1900.Primary_Forest,BirdsOGF,Indo_MalayBirdsOGF,1.TropMoBirdsOGF,ContinentBirdsOGF,2,2,85.5,85.5,0,2,2,0.000,0.915,0.915,0.000,9,3,Birds,India,Continent,Mizoram_Dampa_Tiger_Reserve,Indo_Malay,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,92,23,500,2150,3,Mixed,5,U,BTC,Birds_Transect_Census,6,138,Yes,F,Frecuency_of_detection,47,0.549707602,58,0.678362573,18,0.210526316,2,0.023391813,5,0.058479532,3,0.035087719,0,0,0,0
35,Black_and_Loiselle,2001,6,35.Black_and_Loiselle.2001.6,YSF,Young_Secondary_Forest,BirdsYSF,NeotropicBirdsYSF,1.TropMoBirdsYSF,ContinentBirdsYSF,1,1,158,109,0.371247151,1,1,0.438,0.562,1.000,-0.577,10,3,Birds,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,1,CA,BMN,Birds_Mist_nets,3,249,Yes,P,Presence,45,0.284810127,88,0.556962025,45,0.284810127,8,0.050632911,4,0.025316456,13,0.082278481,0,0,0,0
35,Black_and_Loiselle,2001,30,35.Black_and_Loiselle.2001.30,MSF,Old_Secondary_Forest,BirdsMSF,NeotropicBirdsMSF,1.TropMoBirdsMSF,ContinentBirdsMSF,1,1,95,109,-0.137470991,1,1,0.304,0.696,1.000,-0.362,10,3,Birds,Costa_Rica,Continent,La_Selva_Biological_Station,Neotropic,1.TropMo,Tropical_and_Subtropical_Moist_Broadleaf_Forest,-86,10,60,4000,2,Fragmented,1,CA,BMN,Birds_Mist_nets,3,249,Yes,P,Presence,38,0.4,52,0.547368421,25,0.263157895,3,0.031578947,2,0.021052632,13,0.136842105,0,0,0,0
